Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Grl Gvng | Xg Part 2,Regina Lustre,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8591&classDate=10/11/2023&clsLoc=1
ILD NJ,19:30:00,Back For More | Txt Part 2,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8596&classDate=10/11/2023&clsLoc=1
