Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/pzDwvGFwgBqM0ce8oZxw,Beg/Adv. Beg. Street Styles Choreography,Amy Gatewood
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/CsSkz6MfsaqDtu6sWRIE,All Levels Litefeet,Jayy Black
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/e2UGopb4FG045gNMYhJS,Int./Adv. Choreography,CJ
Modega,9:30 PM EDT • (120 min),https://sutrapro.com/modega/checkout/xX52lVJZySzheqtbeBlD,"""Every Thursday"" Open Hip-Hop Session","8-Legx & CJ & Paco ""Hopskotch"" Valencia & Darien Van Rensalier"
