Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5577&classDate=10/26/2023&clsLoc=1,Beginner Ballet,Tristan *Grannum (Mask Optional),none,Santiago *Belgrano,1 hour & 30 minutes
Mark Morris Dance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5162&classDate=10/26/2023&clsLoc=1,Intermediate Contemporary,Chelsea *Thedinga (9),none,none,1 hour & 30 minutes
Mark Morris Dance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=5534&classDate=10/26/2023&clsLoc=1,Open Level Pilates,Lesley Garrison MMDG Dancer (Masks Optional),none,none,1 hour
Mark Morris Dance,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=5051&classDate=10/26/2023&clsLoc=1,Zumba,Bethina Sayegh-Flores (Mask Optional),none,none,1 hour
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=4943&classDate=10/26/2023&clsLoc=1,Open Level Waacking: Disco and Funk,CocoMotion (Masks Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5535&classDate=10/26/2023&clsLoc=1,Beginner Modern,Chris *Heller (Mask Optional),none,Andreas *Brade,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5546&classDate=10/26/2023&clsLoc=1,Intermediate Ballet,Ashley *Tuttle (Masks Optional),none,George *Lykogiannis,1 hour & 30 minutes
