Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=10/26/2023&clsLoc=1,In-Studio Int Ballet,Cave,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=10/26/2023&clsLoc=1,In-Studio Int/Adv Pro Ballet,Freemantle (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=10/26/2023&clsLoc=1,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=10/26/2023&clsLoc=1,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=10/26/2023&clsLoc=1,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087004&classDate=10/26/2023&clsLoc=1,In-Studio Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087005&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Int Ballet,Giljane,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=10/26/2023&clsLoc=1,In-Studio Beg/Int Ballet,Liceica (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085571&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Beg Contemporary,"Jackson, M",Steps on Broadway,1 hour & 30 minutes
