Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087942&classDate=10/26/2023&clsLoc=1,In-Studio Int Contemporary,Minutoli,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087006&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Int Contemporary,Drablos,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085575&classDate=10/26/2023&clsLoc=1,In-Studio Beg Contemporary,Bufferd,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087742&classDate=10/26/2023&clsLoc=1,In-Studio Int/Adv Contemporary Fusion,TBA (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087768&classDate=10/26/2023&clsLoc=1,In-Studio Beg Jazz,Bufferd,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087143&classDate=10/26/2023&clsLoc=1,In-Studio Int Commercial Jazz,Gold,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087007&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Int Jazz,Kimelman (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088075&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Beg Jazz Across the Floor,Swanson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088085&classDate=10/26/2023&clsLoc=1,In-Studio Spotlight: Adv/Int Theater Jazz,Krouse,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087420&classDate=10/26/2023&clsLoc=1,In-Studio Open Street Styles,Taylor Jr.,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085580&classDate=10/26/2023&clsLoc=1,In-Studio Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087110&classDate=10/26/2023&clsLoc=1,In-Studio Cardio Dance,"Star, Hito",Steps on Broadway,1 hour
Steps on Broadway,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085582&classDate=10/26/2023&clsLoc=1,In-Studio Basic Tap,Carminucci,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085583&classDate=10/26/2023&clsLoc=1,In-Studio Beg Tap,Carminucci,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085584&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Beg Tap,Korenblum,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085586&classDate=10/26/2023&clsLoc=1,In-Studio Int Tap,Almaguer (5),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085587&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Beg Tap,Carminucci,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087833&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,Dinardo (6),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086995&classDate=10/26/2023&clsLoc=1,In-Studio Adv Theater Dance,"Lewis, S.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085543&classDate=10/26/2023&clsLoc=1,In-Studio Int Classic Theater Jazz,Moore,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087000&classDate=10/26/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,TBA (7),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080444&classDate=10/26/2023&clsLoc=1,In-Studio Open Capoeira,da Silva,Steps on Broadway,1 hour & 30 minutes
