Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16565&classDate=8/19/2023&clsLoc=1,2023-08-19,Contemporary/Modern
Mark Morris,09:00:00,Pilates Flow,Lesley Garrison MMDG Dancer  (11),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=4950&classDate=8/19/2023&clsLoc=1,2023-08-19,Additional Disciplines
Ballet Arts,09:00:00,Pilates / Stretch,Charmaine Trotman-Shumantov,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2361&classDate=8/19/2023&clsLoc=1,2023-08-19,Additional Disciplines
BDC,09:00:00,Basic Theater,Melodye Redding,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17944&classDate=8/19/2023&clsLoc=1,2023-08-19,Theater
Steps,09:30:00,Adv/Beg Ballet,"Sims, L.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087033&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Liceica (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087038&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BDC,10:00:00,Basic Broadway Jazz,Tammy O'Hara and Rika (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17656&classDate=8/19/2023&clsLoc=1,2023-08-19,Theater
BAE,10:00:00,Basic Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7831&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BDC,10:00:00,Beg Hip-Hop,Niki Saludez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17794&classDate=8/19/2023&clsLoc=1,2023-08-19,Street/Choreography
Ailey,10:00:00,Abs Beg Ballet,Mikhail Ilyin (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823654&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BDC,10:00:00,Basic Tap,Avital Asuleen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17796&classDate=8/19/2023&clsLoc=1,2023-08-19,Tap
Mark Morris,10:00:00,Beg Ballet,Claudia McDonald  (13),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3546&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BAE,10:00:00,Mat Pilates Class,Stephanie Rae Williams,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7865&classDate=8/19/2023&clsLoc=1,2023-08-19,Additional Disciplines
Peridance,10:30:00,Beg Contemp,Bo Kyung Lee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5440&classDate=8/19/2023&clsLoc=1,2023-08-19,Contemporary/Modern
Gibney 280,10:30:00,Gaga/People At 280,Rotating Gaga Teachers,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12677&classDate=8/19/2023&clsLoc=1,2023-08-19,Contemporary/Modern
BDC,10:30:00,Beg Ballet,Michele Moreno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17523&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Peridance,10:30:00,Int Ballet,Graciela Kozak,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5111&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BDC,10:30:00,Adv Beg Contemp Jazz,Ashley Lynne King,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17453&classDate=8/19/2023&clsLoc=1,2023-08-19,Contemporary/Modern
Gibney 280,10:30:00,Int/Adv Beg Ballet,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12570&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Ailey,10:30:00,Masala Bhangra,Sarina Jain,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823694&classDate=8/19/2023&clsLoc=1,2023-08-19,World
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=1127&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
BAE,11:00:00,Intro To Ballet,Lorna Zawacki,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7806&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Steps,11:00:00,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087039&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Steps,11:00:00,Int Tap,Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085627&classDate=8/19/2023&clsLoc=1,2023-08-19,Tap
BDC,11:30:00,Adv Beg Tap,Avital Asuleen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17795&classDate=8/19/2023&clsLoc=1,2023-08-19,Tap
Gramercy,11:30:00,Open Level Hip Hop Aerobics,Davon,unavailable,2023-08-19,Street/Choreography
Steps,11:30:00,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087041&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
Steps,11:30:00,Adv/Int Ballet,Saund,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087040&classDate=8/19/2023&clsLoc=1,2023-08-19,Ballet
