Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EST,none,Ed Dept DANCER TOOLKIT w/ Michaela McGowan,ITP Master Class,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,none,IN-PERSON: Basic CONTEMPORARY with Lorena Cobos,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,9:15 am EST,none,IN-PERSON: All Levels YOGA AND MEDITATION with Lauren Marsaglia,Canceled Today,none,1 hour &15 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Adv Beg TAP with Dre Torres,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Beg BALLET with Jamie Salmon,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:45 am EST,none,IN-PERSON: All Levels LASTICS STRETCH TECHNIQUE with Donna Flagg,Canceled Today,none,1 hour &15 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18709&classDate=1/16/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18867&classDate=1/16/2024&clsLoc=1,IN-PERSON: Beg HOUSE with Huu Rock,Huu Rock,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18791&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int THEATER with Andrew Wilson,Joey Tierno (1),Studio A,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18790&classDate=1/16/2024&clsLoc=1,IN-PERSON: All Levels ACRO with Sissa Strain,Sissa Strain,Studio 2,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18900&classDate=1/16/2024&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio 3,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18353&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int TAP with Sydney Burtis,Sydney Burtis,Studio B,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18903&classDate=1/16/2024&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18806&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 3,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18814&classDate=1/16/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio 3,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18933&classDate=1/16/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with David Grindrod,David Grindrod,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18808&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18741&classDate=1/16/2024&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18811&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY FUSION with Cat Cogliandro,Chris Jarosz (4),Studio 1,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18669&classDate=1/16/2024&clsLoc=1,IN-PERSON: Adv Beg HEELS with Hector Lopez,Hector Lopez,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18080&classDate=1/16/2024&clsLoc=1,IN-PERSON: Basic TAP with Shelby Kaufman,Shelby Kaufman,Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18706&classDate=1/16/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio A,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18840&classDate=1/16/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,Miles Keeney,Studio 1,1 hour &30 minutes
