Studio,Start time,,Classes,Teacher,Assistant,Musician,Duration
Taylor School,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3647&classDate=1/16/2024&clsLoc=1,Professional Level Taylor Modern,Orion Duckstein (2),none,Dylan Ofrias,1 hour &30 minutes
Taylor School,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3597&classDate=1/16/2024&clsLoc=1,Adult Open Level Modern,lisa nevada,none,none,1 hour &30 minutes
