Cumbe Dance Center,10:30am,Belly Dancing All Levels,Jaida,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4122&classDate=8/13/2023&clsLoc=1
ILoveDance Queens,6:00pm,Kpop Diet Dance,DJ McIver,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=7138&classDate=8/13/2023&clsLoc=1
Ballet Academy East,10:00am,Sculpt Tone,Elizabeth Portnoy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7819&classDate=8/13/2023&clsLoc=1
Sass Class,12:00pm,Flirty Floorwork,Sophia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=612&classDate=8/13/2023&clsLoc=1
Modega,3:30PM,Beg Jersey Club,E Skilllz,https://sutrapro.com/modega/checkout/KppomTxhM8v7mscWwiwu
Broadway Dance Center,10:30am,Beg Jumps And Turns,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17739&classDate=8/13/2023&clsLoc=1
Broadway Dance Center,12:00pm,All Levels Pilates,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17568&classDate=8/13/2023&clsLoc=1
Broadway Dance Center,1:30pm,Stretch & Strengthen,Alyssa Click,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17933&classDate=8/13/2023&clsLoc=1
Ailey Studios,10:00am,Zumba Fitness,Jose Ozuna,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823705&classDate=8/13/2023&clsLoc=1
Ballet Arts,4:30pm,Missing Link Series,Richard Marsden,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2399&classDate=8/13/2023&clsLoc=1
Steps on Broadway,11:00am,Lastics Stretch,Scholz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087053&classDate=8/13/2023&clsLoc=1
Steps on Broadway,2:30pm,Basic Swing Dance,McDaniel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087276&classDate=8/13/2023&clsLoc=1
Steps on Broadway,5:00pm,Beg Swing Dance,McDaniel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087054&classDate=8/13/2023&clsLoc=1
Steps on Broadway,3:30pm,Beg Flamenco,Korjhan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087057&classDate=8/13/2023&clsLoc=1
