Studio,Start time,Classes,Instructor,Sign up
ILD Queens,16:45:00,Kids Kpop 8,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8337&classDate=9/6/2023&clsLoc=1
ILD Queens,18:00:00,Killin Me Good | Jihyo Part 1,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8340&classDate=9/6/2023&clsLoc=1
ILD Queens,19:30:00,Fast Forward | Somi Part 1,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8359&classDate=9/6/2023&clsLoc=1
