Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney,10:00 am  EDT,none,Contemporary with Brandon Coleman at 280,Brandon Coleman,Gibney 280: Studio X,1 hour & 45 minutes
Gibney,10:00 am  EDT,none,Contemporary: 2nd Best Dance Company at 280,Hannah Garner,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,10:00 am  EDT,none,Intermediate/Advanced Ballet with Elisa Clark at 890,Elisa Clark,Gibney 890: Studio 5-2,1 hour & 45 minutes
Gibney,12:00 pm  EDT,none,Embodiment through Dance Movement Therapy at 280,Giulia Carotenuto,Gibney 280: Studio D,1 hour & 45 minutes
Gibney,12:00 pm  EDT,none,Nagare Technique: Contemporary Floorwork at 280,Cameron McKinney,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,2:00 pm  EDT,none,Physical Theater: Storytelling for Dancers at 280,Kelly Ashton Todd,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,4:00 pm  EDT,none,Emergent Improvisation with Troy Ogilvie at 280 (MASKS REQUIRED),Troy Ogilvie,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12927&classDate=10/2/2023&clsLoc=1,Beginner Ballez with MJ Markovitz at 890,MJ Markovitz,Gibney 890: Studio 5-2,1 hour & 30 minutes
Gibney,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12929&classDate=10/2/2023&clsLoc=1,Contemporary Floorwork with Enzo Celli & Destany Churchwell at 280,Enzo Celli & Destany Churchwell,Gibney 280: Studio C,1 hour & 45 minutes
