Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am  EDT,none,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Ashley Lynne King,Ashley Lynne King,Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:15 am  EDT,none,IN-PERSON: All Levels YOGA AND MEDITATION with Lauren Marsaglia,Lauren Marsaglia,Studio 4,1 hour & 15 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Basic CONTEMPORARY with Blue,Blue,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio A,1 hour & 30 minutes
Broadway Dance Center,11:00 am  EDT,none,IN-PERSON: All Levels PILATES with Linda Farrell,Linda Farrell,Studio 4,1 hour
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Moriah Markowitz (1),Studio 3,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Beg HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Adv Beg CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio A,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Basic TAP with Brent McBeth,Brent McBeth,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Int THEATER with Lizz Picini,Lizz Picini,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Adv Beg STREET JAZZ with Bo Belza,Bo Belza,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Beg MECHANICS OF TAP with Ja'Bowen Dixon,Ja'Bowen Dixon,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: Beg BALLET with Dorit Koppel,Deanna Doyle (5),Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: Int TAP with Ray Hesselink,Ray Hesselink,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Adv Beg THEATER with Elyn Collier,Josh Walden (6),Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18225&classDate=10/2/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18240&classDate=10/2/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18278&classDate=10/2/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Kenneth Herrera (7),Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18297&classDate=10/2/2023&clsLoc=1,IN-PERSON: Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EDT,none,IN-PERSON: Basic BALLET with Ted Keener,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Adv Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio B,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 5,1 hour & 30 minutes
Broadway Dance Center,11:00 am  EDT,none,Ed Dept Audition Readiness,ProSem Master,CTP,1 hour & 15 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Beg THEATER with Ian Klein,Katelin Zelon (2),Studio 4,1 hour & 30 minutes
Broadway Dance Center,12:30 pm  EDT,none,Ed Dept Commercial/Hip-Hop Class,ProSem Master,CTP,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Chris Palacio (3),Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Beg JAZZ with Sheila Barker,Sheila Barker,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Deanna Doyle,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Eric Campros (4),Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: Int Adv HIP-HOP with David Thomas,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Adv Beg TAP with Justin Boccitto,Justin Boccitto,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Int Adv STREET JAZZ with Kenichi Kasamatsu,Kenichi Kasamatsu,Studio 5,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18217&classDate=10/2/2023&clsLoc=1,IN-PERSON: All Levels POPPING with Sun Kim,Sun Kim,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18355&classDate=10/2/2023&clsLoc=1,IN-PERSON: Beg STREET JAZZ with Elodie Dufroux,Elodie Dufroux,Studio 4,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18352&classDate=10/2/2023&clsLoc=1,IN-PERSON: Adv STREET STYLES with Jay Mills,Jay Mills,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18247&classDate=10/2/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Kristalyn Gill (8),Studio A,1 hour & 30 minutes
