Studio,Start time,Sign up,Classes,Teacher,Accompanist,Location,Duration
Peridance,9:30 am  EDT,none,Open Ballet,Greg Zane,none,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,none,Adv Ballet,Artistic Director: Igal Perry,Michael Dolnikov,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,none,Inter Contemporary,Jordan Ryder | RYDERDANCE,none,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,none,Open Simonson Jazz,Cancelled Today,none,none,1 hour & 30 minutes
Peridance,11:30 am  EDT,none,Adv Contemporary,Elisabetta Minutoli,none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,none,Beg Ballet,Martha Chapman,Michael Dolnikov,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,none,Open Emergent Improvisation,Troy Ogilvie,none,Peridance Center,1 hour & 30 minutes
Peridance,12:00 pm  EDT,none,Open Yoga,Jana Hicks,none,Peridance Center,1 hour
Peridance,1:00 pm  EDT,none,Adv Performance Groove,Kendrick Samuel,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,none,Inter Ballet,Gabrielle Lamb,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,none,Inter Contemporary,Jana Hicks,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,none,Open Pilates,Yuki Hasegawa,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,none,Beg Graham,Caterina Rago,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,none,Inter Ballet,Cancelled Today,none,none,1 hour & 30 minutes
Peridance,2:30 pm  EDT,none,Inter Contemporary Floorwork | GUEST CLASS,LajaMartin _,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,none,Open House,Huu Rock (1),none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,none,Open Zena Rommett Floor-Barre ®,Cancelled Today,none,none,1 hour
Peridance,4:00 pm  EDT,none,Beg Foundations of Hip Hop,TweetBoogie _,none,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,none,Inter Theater,Diego Funes,none,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6852&classDate=10/2/2023&clsLoc=1,Adv Commercial Hip Hop,Joshua Johnson,none,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6831&classDate=10/2/2023&clsLoc=1,Inter Contemporary,Catie Leasca,none,Peridance Center,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5395&classDate=10/2/2023&clsLoc=1,Adv Choreography,Bo Park,none,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6792&classDate=10/2/2023&clsLoc=1,Beg Ballet,Greg Zane,none,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6657&classDate=10/2/2023&clsLoc=1,Beg Hip Hop,Will Ordener (2),none,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=6656&classDate=10/2/2023&clsLoc=1,Beg Salsa Partnering,Ahtoy Juliana | BAILA Society,none,Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6791&classDate=10/2/2023&clsLoc=1,Inter Afrobeats,Omari Wiles,none,Peridance Center,1 hour & 30 minutes
