Studio,Start time,Sign up,Classes,Teacher,Duration
Cumbe Dance Center,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=4142&classDate=10/2/2023&clsLoc=1,Afro Haitian [D4J],Julio Jean,1 hour & 30 minutes
Cumbe Dance Center,6:30 pm  EDT,none,ASA! Fitness w/ Jerijah [All Levels],Jerijah West,1 hour & 15 minutes
