Studio,Start time,Classes,Instructor,Sign up
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7847&classDate=8/16/2023&clsLoc=1
BAE,09:00:00,Intro To Ballet,William Waldinger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7801&classDate=8/16/2023&clsLoc=1
BAE,11:00:00,Basic Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7825&classDate=8/16/2023&clsLoc=1
BAE,18:00:00,Adv Beg Ballet,Marsha Knight (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7848&classDate=8/16/2023&clsLoc=1
BAE,18:00:00,Basic Beg Ballet,Stephanie Chun,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7826&classDate=8/16/2023&clsLoc=1
BAE,18:00:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7863&classDate=8/16/2023&clsLoc=1
BAE,18:30:00,Int Ballet,Cornel Crabtree,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7874&classDate=8/16/2023&clsLoc=1
BAE,19:00:00,Adv Beg Contemp,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7860&classDate=8/16/2023&clsLoc=1
BAE,19:30:00,Intro To Ballet,Marsha Knight (7),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7802&classDate=8/16/2023&clsLoc=1
BAE,19:30:00,Beg Ballet,William Waldinger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7836&classDate=8/16/2023&clsLoc=1
