Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/hFrG5TFP8Pdczp8RbY7B,Beg/Adv. Beg. Hip-Hop Choreography,Jillian Roberts
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/3zzHGWSJqvYHFtPbemah,All Levels Litefeet,Jayy Black
