Studio,Start time,Sign up,Classes,Teacher,Room,Duration
Ballet Arts,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2317&classDate=9/24/2023&clsLoc=1,VIRTUAL: YOGA - ALL LEVEL,James Graber,BALLET Arts - VIRTUAL STUDIO,1 hour
Ballet Arts,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2354&classDate=9/24/2023&clsLoc=1,VIRTUAL: ADVANCED BEGINNER Ballet,Yumiko Niimi,Ballet Arts Virtual - 2,1 hour & 30 minutes
Ballet Arts,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2416&classDate=9/24/2023&clsLoc=1,VIRTUAL: RAISE YOUR VOICE Vocal Training For Dancers,Enzo Veiga,Ballet Arts Virtual 3,1 hour
Ballet Arts,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2239&classDate=9/24/2023&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Simon Kazantsev,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2332&classDate=9/24/2023&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Noriko Hara,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,2:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2417&classDate=9/24/2023&clsLoc=1,VIRTUAL: POINTE (1 hour),Noriko Hara,BALLET Arts - VIRTUAL STUDIO,1 hour
Ballet Arts,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2285&classDate=9/24/2023&clsLoc=1,VIRTUAL: ADVANCED BEGINNER Ballet,Kenny Larson,Ballet Arts Virtual - 2,1 hour & 30 minutes
Ballet Arts,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2398&classDate=9/24/2023&clsLoc=1,VIRTUAL: Missing Link Series,Richard Marsden,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
