Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8788&classDate=11/7/2023&clsLoc=1,In-StudioM: Baddie | IVE (Part 1),Winnie Chung,Manhattan,1 hour & 20 minutes
ILoveDance,6:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6638&classDate=11/7/2023&clsLoc=1,In-StudioM: Kpop Diet Dance,DJ McIver,none,1 hour
ILoveDance,7:40 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8755&classDate=11/7/2023&clsLoc=1,In-StudioM: Perfect Night | LESSERAFIM (Part 1),Eunice Shin,Manhattan,1 hour & 20 minutes
