Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7966&classDate=5/1/2024&clsLoc=1,LIVE-STREAM Beginner Ballet,Julie Voshell,none,none,1 hour &30 minutes
Ballet Academy East,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7814&classDate=5/1/2024&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Hope Ruth,none,none,1 hour &15 minutes
Ballet Academy East,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7986&classDate=5/1/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Julie Voshell,none,none,1 hour &30 minutes
Ballet Academy East,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8052&classDate=5/1/2024&clsLoc=1,LIVE-STREAM Intermediate Ballet,Stephanie Godino,none,none,1 hour &30 minutes
Ballet Academy East,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8113&classDate=5/1/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Cornel Crabtree,none,none,1 hour &30 minutes
Ballet Academy East,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7967&classDate=5/1/2024&clsLoc=1,LIVE-STREAM Beginner Ballet,William Waldinger,none,none,1 hour &30 minutes
