Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Fast Forward | Somi Part 2,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8457&classDate=9/11/2023&clsLoc=1
ILD NJ,19:30:00,Cake | Itzy Part 2,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8445&classDate=9/11/2023&clsLoc=1
