Studio,Start time,Classes,Instructor,Sign up
ILD Queens,16:45:00,Kids Kpop 8,Eunice Shin,none
ILD Queens,18:00:00,Midas Touch | Kiss Of Life Part 2,Eunice Shin,none
ILD Queens,19:30:00,I’M Ready | Chung Ha Part 2,Fernando Farias,none
