Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Smoothie | Nct Dream Part 2,Ness Martinez,none
ILD NJ,19:30:00,Midas Touch | Kiss Of Life Part 2,Min Seon Kim,none
