Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826758&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Ronald Alexander,Studio 5D,1 hour &30 minutes
Ailey Studios,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826294&classDate=4/4/2024&clsLoc=1,IN-STUDIO Pilates Fusion,Diarra Cummings,Studio 2A,1 hour
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826253&classDate=4/4/2024&clsLoc=1,IN-STUDIO Abs Beg Hip-Hop,Yancy Greene,Studio 5A,1 hour &30 minutes
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826286&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner West African,Maguette Camara,Studio 1A,1 hour
Ailey Studios,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826272&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Heels,Courtney Sauls,Studio LLC,1 hour &30 minutes
Ailey Studios,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826281&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Horton,Maria Carla Spagna (2),Studio 2B,1 hour &30 minutes
Ailey Studios,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826598&classDate=4/4/2024&clsLoc=1,IN-STUDIO Adv Beg Vogue Fem,Luz Theodyssey,Studio 5D,1 hour &30 minutes
Ailey Studios,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826264&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Yuka Kawazu,Studio 1B,1 hour &30 minutes
Ailey Studios,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826298&classDate=4/4/2024&clsLoc=1,IN-STUDIO Zumba Fitness,Diego Chauca,Studio 1C,1 hour
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826266&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Broadway Dance,Lainie Munro (1),Studio 6A,1 hour &30 minutes
Ailey Studios,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826268&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Contemporary,Christopher Jackson,Studio 6B,1 hour &30 minutes
Ailey Studios,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146826277&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Hip-Hop,Jonathan Lee,Studio 1C,1 hour &30 minutes
Ailey Studios,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146827479&classDate=4/4/2024&clsLoc=1,IN-STUDIO Beginner Jazz,Jeffrey Bynum,Studio 2A,1 hour &30 minutes
Ailey Studios,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146827446&classDate=4/4/2024&clsLoc=1,IN-STUDIO Sabar,Bakary Fall,Studio 1A,1 hour
