Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6638&classDate=9/26/2023&clsLoc=1,In-StudioM: Kpop Diet Dance,DJ McIver,none,1 hour
ILoveDance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8434&classDate=9/26/2023&clsLoc=1,In-StudioM: Fast Forward | SOMI (Part 4),Maylin Ramos,none,1 hour & 20 minutes
ILoveDance,7:40 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8423&classDate=9/26/2023&clsLoc=1,In-StudioM: Killin Me Good | JIHYO (Part 4),Eunice Shin,Manhattan,1 hour & 20 minutes
