Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8047&classDate=4/6/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Ginger Thatcher (11),none,none,1 hour &30 minutes
Ballet Academy East,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8046&classDate=4/6/2024&clsLoc=1,IN-STUDIO Introduction to Ballet,Ginger Thatcher (12),none,none,1 hour &30 minutes
Ballet Academy East,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8079&classDate=4/6/2024&clsLoc=1,IN-STUDIO Stretch & Strengthen,Julie Voshell,none,Studio 1,1 hour
Ballet Academy East,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8000&classDate=4/6/2024&clsLoc=1,IN-STUDIO Intermediate Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
Ballet Academy East,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7982&classDate=4/6/2024&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Julie Voshell,none,Studio 2,1 hour &30 minutes
Ballet Academy East,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7950&classDate=4/6/2024&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
Ballet Academy East,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7921&classDate=4/6/2024&clsLoc=1,IN-STUDIO Pointe Class,Julie Voshell,none,Studio 2,1 hour
