Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089545&classDate=4/6/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Theater Jazz,Krystyna Resavy,Steps on Broadway,2 hours
Steps on Broadway,9:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087033&classDate=4/6/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Linda Celeste Sims,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087038&classDate=4/6/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087039&classDate=4/6/2024&clsLoc=1,In-Studio Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087040&classDate=4/6/2024&clsLoc=1,In-Studio Adv/Int Ballet,Jessica Saund,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087041&classDate=4/6/2024&clsLoc=1,In-Studio Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085620&classDate=4/6/2024&clsLoc=1,In-Studio Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087042&classDate=4/6/2024&clsLoc=1,In-Studio Int Ballet,Kate Loh (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088462&classDate=4/6/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Tamisha A. Guy,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088690&classDate=4/6/2024&clsLoc=1,In-Studio Int/Adv Jazz Technique,Camden Loeser,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088753&classDate=4/6/2024&clsLoc=1,In-Studio Beg Jazz,Emily Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088147&classDate=4/6/2024&clsLoc=1,In-Studio Int Jazz,Richard Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089421&classDate=4/6/2024&clsLoc=1,In-Studio Int/Adv Jazz,Christie Lee Manning,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087043&classDate=4/6/2024&clsLoc=1,In-Studio Adv/Beg Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085625&classDate=4/6/2024&clsLoc=1,In-Studio Beg Hip Hop,Amy Mitchell (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085626&classDate=4/6/2024&clsLoc=1,In-Studio Pilates Mat,Diarra Cummings,Steps on Broadway,1 hour
