Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13147&classDate=4/6/2024&clsLoc=1,Beginner Simonson with Teresa Perez Ceccon at 280,Teresa Perez Ceccon,Gibney 280: Studio E,1 hour &30 minutes
Gibney,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13075&classDate=4/6/2024&clsLoc=1,Gaga/people at 280,Doron Perk,Gibney 280: Studio C,1 hour
Gibney,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13102&classDate=4/6/2024&clsLoc=1,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour &30 minutes
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13079&classDate=4/6/2024&clsLoc=1,Countertechnique with Maggie Costales at 280,Madison Elliott,Gibney 280: Studio E,1 hour &45 minutes
Gibney,12:00 pm EDT,none,Embodiment through Dance Movement Therapy at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13103&classDate=4/6/2024&clsLoc=1,Pointe with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13148&classDate=4/6/2024&clsLoc=1,Simonson Jazz with Teresa Perez Ceccon at 280,Teresa Perez Ceccon,Gibney 280: Studio C,1 hour &45 minutes
