Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7108&classDate=4/6/2024&clsLoc=1,Open Ballet,Bivi Kimura,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5440&classDate=4/6/2024&clsLoc=1,Beg Contemporary,Bo Kyung Lee,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6723&classDate=4/6/2024&clsLoc=1,Inter Ballet,Graciela Kozak,Jonathan Rich,none,Peridance Center,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6213&classDate=4/6/2024&clsLoc=1,Beg House,Huu Rock,none,none,Peridance Center,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5439&classDate=4/6/2024&clsLoc=1,Inter Ballet,François Perron,none,none,Peridance Center,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=4950&classDate=4/6/2024&clsLoc=1,Intro & Beg Salsa Partnering,Baila Society,none,none,Peridance Center,1 hour &30 minutes
Peridance,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5681&classDate=4/6/2024&clsLoc=1,Open Afrobeats,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5430&classDate=4/6/2024&clsLoc=1,Inter Contemporary,Jana Hicks,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:30 pm EDT,none,Inter Jazz,Cancelled Today,none,none,none,1 hour &30 minutes
Peridance,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=5429&classDate=4/6/2024&clsLoc=1,Intro & Beg Salsa Partnering,Baila Society,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6757&classDate=4/6/2024&clsLoc=1,Open Dancehall,Korie Genius,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5682&classDate=4/6/2024&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5427&classDate=4/6/2024&clsLoc=1,Adv Contemporary,Mathew James | URBAN TRIBE,none,none,Peridance Center,1 hour &30 minutes
Peridance,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6269&classDate=4/6/2024&clsLoc=1,Beg Ballet,Julia Gleich,none,none,Peridance Center,1 hour &30 minutes
Peridance,3:00 pm EDT,none,Beg Contemporary Floorwork,Cancelled Today,none,none,none,1 hour &30 minutes
Peridance,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6758&classDate=4/6/2024&clsLoc=1,Inter Choreography,Kara Lee (1),none,none,Peridance Center,1 hour &30 minutes
Peridance,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5411&classDate=4/6/2024&clsLoc=1,Open Locking,Hurrikane _,none,none,Peridance Center,1 hour &30 minutes
Peridance,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5683&classDate=4/6/2024&clsLoc=1,Adv African,Maguette Camara | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6773&classDate=4/6/2024&clsLoc=1,"""THE VOCAB!"" Street Style Choreography",Cebo Carr (2),none,none,Peridance Center,1 hour &30 minutes
Peridance,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5425&classDate=4/6/2024&clsLoc=1,Open New Style Hustle,Jeff Selby,none,none,Peridance Center,1 hour &30 minutes
Peridance,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6313&classDate=4/6/2024&clsLoc=1,Open Brazilian Samba,Cecilia Lero | DDC,none,none,Peridance Center,1 hour &30 minutes
