Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19372&classDate=4/6/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Yuka Kameda,Yuka Kameda,Studio B,1 hour &30 minutes
Broadway Dance Center,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19327&classDate=4/6/2024&clsLoc=1,IN-PERSON: All Levels RESTORATIVE: YOGA & MEDITATION with Renata Bonar,Renata Bonar,Studio A,1 hour
Broadway Dance Center,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18857&classDate=4/6/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18858&classDate=4/6/2024&clsLoc=1,IN-PERSON: Int JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour &30 minutes
Broadway Dance Center,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19300&classDate=4/6/2024&clsLoc=1,IN-PERSON: Adv Beg AFRO'DANCE with Angel Kaba,Angel Kaba,Studio 4,1 hour &30 minutes
Broadway Dance Center,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19358&classDate=4/6/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY FUSION with Ehizoje Azeke,Waverly Fredericks (1),Studio 5,1 hour &30 minutes
Broadway Dance Center,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19344&classDate=4/6/2024&clsLoc=1,IN-PERSON: Beg COMMERCIAL JAZZ with Joey Tierno,Joey Tierno,Studio 4,1 hour &30 minutes
Broadway Dance Center,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18865&classDate=4/6/2024&clsLoc=1,IN-PERSON: Int THEATER with Matthew Steffens,Elyn Collier (2),Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19163&classDate=4/6/2024&clsLoc=1,IN-PERSON: Basic BALLET with Jessica Epting,Jessica Epting,Studio 1,1 hour &30 minutes
Broadway Dance Center,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19192&classDate=4/6/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19203&classDate=4/6/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Q,Q,Studio 5,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18472&classDate=4/6/2024&clsLoc=1,IN-PERSON: Basic TAP with Oren Korenblum,Oren Korenblum,Studio B,1 hour &30 minutes
Broadway Dance Center,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18843&classDate=4/6/2024&clsLoc=1,IN-PERSON: Beg BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio 1,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18334&classDate=4/6/2024&clsLoc=1,IN-PERSON: Beg TAP with Mark Albrecht,Mark Albrecht,Studio B,1 hour &30 minutes
Broadway Dance Center,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19217&classDate=4/6/2024&clsLoc=1,IN-PERSON: Int STREET JAZZ with Ness Martinez,Ness Martinez,Studio 5,1 hour &30 minutes
