Studio,Start time,,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3546&classDate=4/6/2024&clsLoc=1,Beginner Ballet,Cara Surico (Mask Optional),none,Patrick *Gallagher,1 hour &30 minutes
Mark Morris Dance,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5537&classDate=4/6/2024&clsLoc=1,Beginner Contemporary,Andrea *Murillo (Mask Optional),none,none,1 hour &30 minutes
Mark Morris Dance,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=154&classId=5636&classDate=4/6/2024&clsLoc=1,Samba & Afro-Brazilian,Quenia *Ribeiro (Masks Optional),none,none,1 hour &30 minutes
Mark Morris Dance,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=128&classId=5550&classDate=4/6/2024&clsLoc=1,Afro-Caribbean Dance & Movement,Patricia Hall (Masks Optional),none,none,2 hours
