Studio,Start time,,Classes,Teacher,Duration
Cumbe Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4198&classDate=4/6/2024&clsLoc=1,Compas/Kompa Dance [All Levels],Julio Jean & Robenson Mathurin,1 hour &30 minutes
Cumbe Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4216&classDate=4/6/2024&clsLoc=1,Dunham Informed Foundations Technique Class,KD,1 hour &30 minutes
Cumbe Dance Center,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4166&classDate=4/6/2024&clsLoc=1,Sabar + Kutiro,Ousmane Sall,1 hour &30 minutes
