Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086215&classDate=1/12/2024&clsLoc=1,Virtual 90 Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=1/12/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088506&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082489&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084942&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Kunikova,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088290&classDate=1/12/2024&clsLoc=1,Virtual 90 Int Ballet,Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085003&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083062&classDate=1/12/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088293&classDate=1/12/2024&clsLoc=1,Virtual 90 Int Contemporary,McGowan (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088034&classDate=1/12/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Jazz,LaFleur,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086072&classDate=1/12/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Patrick Daniel,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084596&classDate=1/12/2024&clsLoc=1,Virtual 90 Beg/Int Jazz,Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084946&classDate=1/12/2024&clsLoc=1,Virtual 90 Int Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086087&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Krouse (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088128&classDate=1/12/2024&clsLoc=1,Virtual 90 Int Jazz,Karr (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083154&classDate=1/12/2024&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,"Reed, B.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087439&classDate=1/12/2024&clsLoc=1,Virtual 90 Basic Graham Based Modern,Poulis,Steps on Broadway,1 hour &30 minutes
