Studio,Start time,,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5577&classDate=1/4/2024&clsLoc=1,Beginner Ballet,Tristan *Grannum (Mask Optional),none,Yuka *Aikawa,1 hour &30 minutes
Mark Morris Dance,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5162&classDate=1/4/2024&clsLoc=1,Intermediate Contemporary,Chelsea *Thedinga (3),none,none,1 hour &30 minutes
Mark Morris Dance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=5534&classDate=1/4/2024&clsLoc=1,Open Level Pilates,Lesley Garrison (Masks Optional),none,none,1 hour
Mark Morris Dance,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=5051&classDate=1/4/2024&clsLoc=1,Zumba,Julie Worden (Masks Required) (5),none,none,1 hour
Mark Morris Dance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=4943&classDate=1/4/2024&clsLoc=1,Open Level Waacking: Disco and Funk,CocoMotion (Masks Optional),none,none,1 hour &30 minutes
Mark Morris Dance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5535&classDate=1/4/2024&clsLoc=1,Beginner Modern,Chris *Heller (Mask Optional),none,Andreas *Brade,1 hour &30 minutes
Mark Morris Dance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5546&classDate=1/4/2024&clsLoc=1,Intermediate Ballet,Ashley Tuttle (Masks Optional),none,Dmitry *Polischuk,1 hour &30 minutes
