BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-01-30,Additional Disciplines
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-01-30,Additional Disciplines
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2024-01-30,Additional Disciplines
BDC,10:30:00,Ed Dept Swing/Dance Captain,ProSem Master,none,2024-01-30,Additional Disciplines
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-01-30,Additional Disciplines
SassClass,12:00:00,Popstar Style,Mary,none,2024-01-30,Additional Disciplines
BDC,12:30:00,Ed Dept Pilates,ProSem Master,none,2024-01-30,Additional Disciplines
Mark Morris,13:00:00,Open Level Move & Flow,Alexandra *Berger,none,2024-01-30,Additional Disciplines
Peridance,13:00:00,Open Stretch,Diego Funes,none,2024-01-30,Additional Disciplines
BDC,13:30:00,All Levels Acro,Sissa Strain,none,2024-01-30,Additional Disciplines
Gibney,14:00:00,Movement Research At 280,Amelia Heintzelman,none,2024-01-30,Additional Disciplines
Peridance,14:30:00,Open Gyrokinesis,Naoko Moriyama-Robbins,none,2024-01-30,Additional Disciplines
Steps,15:00:00,Pilates Mat,Diarra Cummings,none,2024-01-30,Additional Disciplines
ILD NJ,17:00:00,Kids Kpop 7,Winnie Chung,none,2024-01-30,Additional Disciplines
Ailey,18:00:00,Zumba Fitness,Diego Chauca,none,2024-01-30,Additional Disciplines
SassClass,18:00:00,Neo-Burlesque,Tony,none,2024-01-30,Additional Disciplines
ILD Queens,18:00:00,Iac | Viviz Part 4,Maylin Ramos,none,2024-01-30,Additional Disciplines
ILD NJ,18:00:00,Born To Be | Itzy Part 5,Winnie Chung,none,2024-01-30,Additional Disciplines
ILD NYC,18:30:00,Newjeans | Newjeans Part 3,Eunice Shin,none,2024-01-30,Additional Disciplines
ILD NYC,18:30:00,Kpop Diet Dance,DJ McIver,none,2024-01-30,Additional Disciplines
ILD Queens,19:30:00,Crazy Form | Ateez Part 5,Maylin Ramos,none,2024-01-30,Additional Disciplines
Steps,19:30:00,Adv/Beg Swing,Spencer Weisbond,none,2024-01-30,Additional Disciplines
ILD NYC,20:00:00,Crazy Form | Ateez Part 5,Fernando Farias,none,2024-01-30,Additional Disciplines
BDC,21:00:00,All Levels Cabaret Burlesque,Abby Herschman (7),none,2024-01-30,Additional Disciplines
