Studio,Start time,,Classes,Teacher,Assistant,Musician,Duration
Taylor School,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3647&classDate=2/6/2024&clsLoc=1,Professional Level Taylor Modern,Alex Clayton (2),none,Richard Bennett,1 hour &30 minutes
Taylor School,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3696&classDate=2/6/2024&clsLoc=1,Adult Beginner/Intermediate Ballet,Olivia Passarelli,none,none,1 hour &30 minutes
Taylor School,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3688&classDate=2/6/2024&clsLoc=1,Young Adult Breaking,Lars Kong,none,none,1 hour &30 minutes
