Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/UUOi4Aokmso2EoXhyY3w,All Levels Krump,Brian Hallow Dreamz
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/uiA11Q7iaU0Mn9hJKdGX,Int./Adv. Choreography,Bo Belza
Modega,8:00 PM EST • (84 min),https://sutrapro.com/modega/checkout/vO0pRxQv5S2qEH190AAQ,"Shapes, Lines, & Flow",Kevin Chen
Modega,9:30 PM EST • (120 min),https://sutrapro.com/modega/checkout/zTYgbJVVnxzU2rQ3De1M,Open Waving Session,Haze
