Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18318&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Ashley Lynne King,Lorena Cobos (1),Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18338&classDate=9/11/2023&clsLoc=1,IN-PERSON: All Levels YOGA AND MEDITATION with Lauren Marsaglia,Lauren Marsaglia,Studio 4,1 hour & 15 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18263&classDate=9/11/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY with Blue,Blue,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18457&classDate=9/11/2023&clsLoc=1,IN-PERSON: Int Adv STREET FUSION with Cost n' Mayor,Cost n Mayor,Studio 5,1 hour & 30 minutes
Broadway Dance Center,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18346&classDate=9/11/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Linda Farrell,Linda Farrell,Studio 4,1 hour
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18103&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18112&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18373&classDate=9/11/2023&clsLoc=1,IN-PERSON: Beg THEATER with Ian Klein,Ian Klein,Studio 4,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18206&classDate=9/11/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Paolo Slice Penala (2),Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18139&classDate=9/11/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Sheila Barker,Sheila Barker,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18230&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Deanna Doyle,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18331&classDate=9/11/2023&clsLoc=1,IN-PERSON: Beg MECHANICS OF TAP with Ja'Bowen Dixon,Ja'Bowen Dixon,Studio B,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18120&classDate=9/11/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18282&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Ali Koinoglou,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18165&classDate=9/11/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,David Thomas,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18284&classDate=9/11/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Justin Boccitto,Justin Boccitto,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18381&classDate=9/11/2023&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Int Adv STREET JAZZ with Kenichi Kasamatsu,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18225&classDate=9/11/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18240&classDate=9/11/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18278&classDate=9/11/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Keenan Cooks,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18297&classDate=9/11/2023&clsLoc=1,IN-PERSON: Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour & 30 minutes
