Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2023-10-16,Additional Disciplines
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2023-10-16,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2023-10-16,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2023-10-16,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Jim Grevatt *GAGA  (1),none,2023-10-16,Contemporary/Modern
Steps,09:00:00,Beg Ballet,Sullivan,none,2023-10-16,Ballet
Steps,09:15:00,Gyrokinesis,Thiesing,none,2023-10-16,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Canceled Today,none,2023-10-16,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2023-10-16,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2023-10-16,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Lawrence (1),none,2023-10-16,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5557&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7926&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5899&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Steps,10:00:00,Adv/Int Ballet,Loh (2),none,2023-10-16,Ballet
Gibney,10:00:00,Int/Adv Ballet,Elisa Clark,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12531&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Steps,10:00:00,Ballet Workout,Stephan,none,2023-10-16,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6726&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Jake Vincent (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3560&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5871&classDate=10/16/2023&clsLoc=1,2023-10-16,Jazz
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12875&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Gibney,10:00:00,Contemp,Brandon Coleman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12903&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Carol Teitelbaum *Cunningham  (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5058&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18542&classDate=10/16/2023&clsLoc=1,2023-10-16,Street/Choreography
BDC,10:30:00,Beg Ballet,Michele Moreno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18123&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BDC,10:30:00,Basic Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18149&classDate=10/16/2023&clsLoc=1,2023-10-16,Theater
BDC,10:30:00,Basic Contemp,Elodie Dufroux (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18263&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
BAE,10:30:00,Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7954&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Steps,10:45:00,Adv/Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080413&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7904&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
BDC,11:00:00,Ed Dept Theater Jazz,ProSem Master,none,2023-10-16,Theater
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2286&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BDC,11:00:00,All Levels Pilates,Linda Farrell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18346&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Steps,11:15:00,Adv/Beg Jazz,Pollin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085493&classDate=10/16/2023&clsLoc=1,2023-10-16,Jazz
Peridance,11:30:00,Beg Ballet,Martha Chapman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6720&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7970&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Troy Ogilvie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6785&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5497&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Steps,11:45:00,Int/Adv Contemp,Cancelled Today,none,2023-10-16,Contemporary/Modern
Gibney,12:00:00,Contemp Floorwork At 280,Cameron McKinney,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12842&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
BAE,12:00:00,Int Ballet,Justin Sherwood,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7990&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BDC,12:00:00,Adv Beg Hip-Hop,AntBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18543&classDate=10/16/2023&clsLoc=1,2023-10-16,Street/Choreography
Mark Morris,12:00:00,Beg Contemp,Nicole *Philippidis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5122&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
Steps,12:00:00,Pilates Mat,Kreichman (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087914&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
BDC,12:00:00,Adv Beg Tap,Jill Kenney,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18112&classDate=10/16/2023&clsLoc=1,2023-10-16,Tap
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18083&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
BDC,12:00:00,Beg Theater,Katelin Zelon (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18373&classDate=10/16/2023&clsLoc=1,2023-10-16,Theater
Peridance,12:00:00,Open Yoga,Jana Hicks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6728&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Giulia Carotenuto,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12910&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Steps,12:00:00,Beg Tap,Goodson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085506&classDate=10/16/2023&clsLoc=1,2023-10-16,Tap
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18103&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7939&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Steps,12:30:00,Beg Theater Jazz,Resavy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086236&classDate=10/16/2023&clsLoc=1,2023-10-16,Theater
BDC,12:30:00,Ed Dept Theater Jazz,ProSem Master,none,2023-10-16,Theater
Steps,12:45:00,Basic Tap,Burtis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087872&classDate=10/16/2023&clsLoc=1,2023-10-16,Tap
Peridance,13:00:00,Int Ballet,Gabrielle Lamb,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5500&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=1115&classDate=10/16/2023&clsLoc=1,2023-10-16,Ballet
Peridance,13:00:00,Adv Perforce Groove,Kendrick Samuel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6729&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Peridance,13:00:00,Open Pilates,Yu Fujiwara (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6229&classDate=10/16/2023&clsLoc=1,2023-10-16,Additional Disciplines
Peridance,13:00:00,Int Contemp,Jana Hicks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6766&classDate=10/16/2023&clsLoc=1,2023-10-16,Contemporary/Modern
