Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9449&classDate=4/6/2024&clsLoc=1,Online: plot twist | TWS (Part 1),Fernando Farias,none,1 hour &20 minutes
ILoveDance,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9468&classDate=4/6/2024&clsLoc=1,Online: Swan Song | LE SSERAFIM (Part 1),Maylin Ramos,none,1 hour &20 minutes
