Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089546&classDate=4/6/2024&clsLoc=1,Virtual Spotlight: Int/Adv Theater Jazz,Krystyna Resavy,Steps on Broadway,2 hours
Steps on Broadway,9:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086057&classDate=4/6/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Linda Celeste Sims,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082908&classDate=4/6/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082424&classDate=4/6/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084723&classDate=4/6/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Jessica Saund,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085034&classDate=4/6/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084650&classDate=4/6/2024&clsLoc=1,Virtual 90 Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084805&classDate=4/6/2024&clsLoc=1,Virtual 90 Int Ballet,Kate Loh (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088463&classDate=4/6/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Tamisha A. Guy,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088692&classDate=4/6/2024&clsLoc=1,Virtual 90 Int/Adv Jazz Technique,Camden Loeser,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088755&classDate=4/6/2024&clsLoc=1,Virtual 90 Beg Jazz,Emily Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088148&classDate=4/6/2024&clsLoc=1,Virtual 90 Int Jazz,Richard Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089422&classDate=4/6/2024&clsLoc=1,Virtual 90 Int/Adv Jazz,Christie Lee Manning,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084763&classDate=4/6/2024&clsLoc=1,Virtual 90 Adv/Beg Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082548&classDate=4/6/2024&clsLoc=1,Virtual 90 Beg Hip Hop,Amy Mitchell (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147085150&classDate=4/6/2024&clsLoc=1,Virtual 60 Pilates Mat,Diarra Cummings,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082425&classDate=4/6/2024&clsLoc=1,Virtual 90 Int Tap,Kat Ponza,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087290&classDate=4/6/2024&clsLoc=1,Virtual 90 Basic Tap,Nicole Ohr,Steps on Broadway,1 hour &30 minutes
