Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17632&classDate=8/24/2023&clsLoc=1
BDC,10:00:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17637&classDate=8/24/2023&clsLoc=1
BDC,10:00:00,Int Tap,Avital Asuleen (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17758&classDate=8/24/2023&clsLoc=1
BDC,10:30:00,Beg Jumps And Turns,Danie Kurzman (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17759&classDate=8/24/2023&clsLoc=1
BDC,11:30:00,Beg Tap,Emiko Nakagawa (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17304&classDate=8/24/2023&clsLoc=1
BDC,11:30:00,Int Theater,Andrew Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17650&classDate=8/24/2023&clsLoc=1
BDC,13:00:00,Adv Beg Tap,Gwen Potter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17014&classDate=8/24/2023&clsLoc=1
BDC,13:00:00,Int Contemp,Jaclyn Walsh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17536&classDate=8/24/2023&clsLoc=1
BDC,13:30:00,Basic Ballet,June Chin (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17600&classDate=8/24/2023&clsLoc=1
BDC,14:30:00,Beg Contemp,Blue,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17517&classDate=8/24/2023&clsLoc=1
BDC,15:00:00,All Levels Pilates Fusion,Sam Paulik (8),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17764&classDate=8/24/2023&clsLoc=1
BDC,16:00:00,Beg Tap,Katharine Pettit,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17762&classDate=8/24/2023&clsLoc=1
BDC,16:15:00,Adv Beg Contemp Jazz,Elodie Dufroux (9),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17695&classDate=8/24/2023&clsLoc=1
BDC,16:30:00,Int Ballet,Luis Villar (11),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16646&classDate=8/24/2023&clsLoc=1
BDC,17:30:00,Adv Beg Tap,Katharine Pettit (12),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17576&classDate=8/24/2023&clsLoc=1
BDC,17:45:00,Beg House,Huu Rock,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17652&classDate=8/24/2023&clsLoc=1
