Studio,Start time,Sign up,Classes,Teacher,Duration
Hive Dance NJ,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=2217&classDate=8/28/2023&clsLoc=1,Pop-Up Workshop with Mikey Ruiz,Mikey Ruiz,1 hour & 30 minutes
Hive Dance NJ,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=2216&classDate=8/28/2023&clsLoc=1,Pop-Up Workshop with Sam & Pauline,Sam & Pauline,1 hour & 30 minutes
