Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8457&classDate=9/15/2023&clsLoc=1,In-StudioNJ: Fast Forward | SOMI (Part 2),Maylin Ramos,Fort Lee Studio 1,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8460&classDate=9/15/2023&clsLoc=1,In-StudioNJ: Throwback Kpop,Maylin Ramos,Fort Lee Studio 1,1 hour & 20 minutes
