Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7966&classDate=1/17/2024&clsLoc=1,LIVE-STREAM Beginner Ballet,Ginger Thatcher (14),none,none,1 hour &30 minutes
Ballet Academy East,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7814&classDate=1/17/2024&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Hope Ruth,none,none,1 hour &15 minutes
Ballet Academy East,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7986&classDate=1/17/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Ginger Thatcher (16),none,none,1 hour &30 minutes
Ballet Academy East,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8004&classDate=1/17/2024&clsLoc=1,LIVE-STREAM Intermediate Ballet,Justin Sherwood,none,none,1 hour &30 minutes
Ballet Academy East,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8051&classDate=1/17/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Cornel Crabtree,none,none,1 hour &30 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7967&classDate=1/17/2024&clsLoc=1,LIVE-STREAM Beginner Ballet,William Waldinger,none,none,1 hour &30 minutes
