Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Smart | Le Sserafim Part 1,Winnie Chung,none
ILD Queens,19:30:00,Killin' It | P1Harmony Part 1,Ying Dong,none
