Studio,Time,Classes,Instructor,Sign up,Date,Style
Peridance,09:00:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6184&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
Steps,09:00:00,Int Ballet,Cave,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
BAE,09:00:00,Basic Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7827&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17632&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7849&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6771&classDate=8/17/2023&clsLoc=1,2023-08-17,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Freemantle (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
Peridance,10:00:00,Adv Contemp Floorwork,Dual Rivet,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6312&classDate=8/17/2023&clsLoc=1,2023-08-17,Contemporary/Modern
BDC,10:00:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17635&classDate=8/17/2023&clsLoc=1,2023-08-17,Street/Choreography
Mark Morris,10:00:00,Adv Ballet,Kelly Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3582&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
BDC,10:00:00,Adv Beg Contemp,Eric Campros,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17555&classDate=8/17/2023&clsLoc=1,2023-08-17,Contemporary/Modern
Ballet Arts,10:00:00,Open Level Ballet,Joan Liu (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2372&classDate=8/17/2023&clsLoc=1,2023-08-17,Ballet
Gibney 280,10:00:00,Contemp Release,Wesley Ensminger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12588&classDate=8/17/2023&clsLoc=1,2023-08-17,Contemporary/Modern
