Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Contemp,Canceled Today,none,2024-02-22,Contemporary/Modern
Steps,09:00:00,Int Ballet,Michelle Cave,none,2024-02-22,Ballet
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-02-22,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Canceled Today,none,2024-02-22,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-02-22,Ballet
BDC,09:15:00,Moving Meditation,Canceled Today,none,2024-02-22,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-02-22,Ballet
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-02-22,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-02-22,Ballet
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-02-22,Contemporary/Modern
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-02-22,Contemporary/Modern
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-02-22,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-02-22,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-02-22,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-02-22,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-02-22,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-02-22,Ballet
Steps,10:00:00,Beg Jazz,Emily Bufferd,none,2024-02-22,Jazz
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-02-22,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Lee Duveneck (4),none,2024-02-22,Contemporary/Modern
BDC,10:30:00,Int Ballet,Canceled Today,none,2024-02-22,Ballet
Steps,10:30:00,Int Broadway Tap,Andrew Winans,none,2024-02-22,Tap
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-02-22,Ballet
BDC,10:30:00,Basic Tap,Canceled Today,none,2024-02-22,Tap
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,none,2024-02-22,Street/Choreography
BDC,10:30:00,Adv Beg Theater,Canceled Today,none,2024-02-22,Theater
BDC,10:30:00,Adv Beg Contemp,Canceled Today,none,2024-02-22,Contemporary/Modern
BAE,11:00:00,Floor Barre,Hope Ruth,none,2024-02-22,Ballet
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-02-22,Ballet
Mark Morris,11:00:00,Int Contemp,Chelsea *Thedinga  (7),none,2024-02-22,Contemporary/Modern
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-02-22,Ballet
BDC,11:00:00,Ed Dept Musical Theater,ProSem Master,none,2024-02-22,Theater
BAE,11:30:00,Int Ballet,Shirley Bassat,none,2024-02-22,Ballet
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-02-22,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-02-22,Ballet
BAE,11:30:00,Basic Beg Ballet,Marsha Knight,none,2024-02-22,Ballet
Ballet Arts,11:30:00,Int Ballet,Noriko Hara,none,2024-02-22,Ballet
Steps,11:30:00,Int/Adv Theater Jazz,Charlie Sutton,none,2024-02-22,Theater
Peridance,11:30:00,Open Yoga,Marisa Martin,none,2024-02-22,Additional Disciplines
Steps,11:30:00,Adv/Beg Contemp,Mindy Jackson,none,2024-02-22,Contemporary/Modern
Peridance,11:30:00,Adv Contemp,Chris Ralph,none,2024-02-22,Contemporary/Modern
Gibney,12:00:00,Contemp,Alexander Anderson,none,2024-02-22,Contemporary/Modern
BAE,12:00:00,Beg Ballet,Hope Ruth,none,2024-02-22,Ballet
Steps,12:00:00,Basic Tap,Christina Carminucci,none,2024-02-22,Tap
BDC,12:00:00,Adv Beg Ballet,Canceled Today,none,2024-02-22,Ballet
BDC,12:00:00,Beg House,Canceled Today,none,2024-02-22,Street/Choreography
Gibney,12:00:00,Countertechnique,Francesca Dominguez,none,2024-02-22,Additional Disciplines
BDC,12:00:00,Beg Tap,Jill Kenney,none,2024-02-22,Tap
Taylor School,12:00:00,Pro Ballez,Katy Pyle,none,2024-02-22,Contemporary/Modern
