Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Pia Fulchignoni (1),none,2024-03-11,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Jim Grevatt *GAGA  (1),none,2024-03-11,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-03-11,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-03-11,Additional Disciplines
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2024-03-11,Contemporary/Modern
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-03-11,Street/Choreography
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-03-11,Ballet
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-03-11,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-03-11,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-03-11,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-03-11,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-03-11,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-03-11,Ballet
Gibney,10:00:00,Ballet At 890,Aaron Loux,none,2024-03-11,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Joao Carvalho (1),none,2024-03-11,Contemporary/Modern
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-03-11,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-03-11,Contemporary/Modern
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,none,2024-03-11,Jazz
Gibney,10:00:00,Contemp,Brandon Coleman,none,2024-03-11,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Cancelled Today,none,2024-03-11,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Andrea *Murillo  (2),none,2024-03-11,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-03-11,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-03-11,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Jennifer Goggans *Cunningham  (3),none,2024-03-11,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-03-11,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-03-11,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-03-11,Ballet
BDC,10:30:00,Int Contemp,Lorena Cobos (1),none,2024-03-11,Contemporary/Modern
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-03-11,Street/Choreography
BDC,10:30:00,Basic Theater,Joey Tierno,none,2024-03-11,Theater
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-03-11,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-03-11,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2024-03-11,Additional Disciplines
BDC,11:00:00,All Levels Pilates,Linda Farrell,none,2024-03-11,Additional Disciplines
BAE,11:30:00,Adv Beg Ballet,Marsha Knight (3),none,2024-03-11,Ballet
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,none,2024-03-11,Contemporary/Modern
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-03-11,Ballet
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-03-11,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Uila Marx,none,2024-03-11,Additional Disciplines
Steps,11:45:00,Int/Adv Jazz Technique,Camden Loeser,none,2024-03-11,Jazz
Steps,11:45:00,Int/Adv Contemp,Max Stone,none,2024-03-11,Contemporary/Modern
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-03-11,Tap
BDC,12:00:00,Adv Beg Tap,Jill Kenney,none,2024-03-11,Tap
