Studio,Start time,Sign up,Classes,Instructor
Modega,5:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/SZXACAmesgXB09gneurt,Int./Adv. Choreography,Jaelen Williams
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/Zo65Df3kT6gj2hbbvg5Z,Adv. Beginner/Int. Choreography,Unique Clay
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/N8BGNW5AQA1LooFOcxUu,All Levels Waacking,Onjay
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/aeVSz0b2C8CHgvpr1nuy,Beg./Adv. Beg. Choreography,Edson Maldonado
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/ekrDUSqr8HD5qLwsgvFy,Intermediate House,Huu Rock
Modega,9:30 PM EDT • (120 min),https://sutrapro.com/modega/checkout/LENchVUZnNM5tqM2F70i,"Open ""Modega"" House/Funk Session",Huu Rock
