Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none
BDC,09:15:00,All Levels Yoga And Meditation,Alyssa Click (2),none
BDC,10:30:00,Beg Ballet,Michele Moreno,none
BDC,10:30:00,Int Contemp,Blue,none
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none
BDC,12:00:00,Adv Beg Hip-Hop,AntBoogie,none
BDC,12:00:00,Beg Theater,Ian Klein,none
BDC,13:30:00,Adv Beg Contemp,Julie JJ Joseph (3),none
BDC,13:30:00,Basic Tap,Brent McBeth,none
BDC,13:30:00,Int Theater,Lizz Picini,none
BDC,15:00:00,Adv Beg Street Jazz,Bo Belza,none
BDC,15:00:00,Beg Mechanics Of Tap,Ja'Bowen Dixon,none
BDC,16:30:00,Int Adv Theater,Daniel Gold (4),none
BDC,16:30:00,Beg Ballet,Dorit Koppel,none
BDC,16:30:00,Int Tap,Ray Hesselink,none
BDC,18:00:00,Adv Beg Theater,Sarah Juliet Shaw (5),none
BDC,18:00:00,Beg Comm Jazz,Joey Tierno (6),none
BDC,19:30:00,All Levels Burlesque Jazz,Tony Guerrero,none
BDC,19:30:00,Basic Contemp Jazz,Stacie Webster,none
BDC,19:30:00,Int Adv Street Jazz,TBA (8),none
BDC,21:00:00,Beg Heels,Courtney Sauls,none
BDC,09:00:00,Basic Hip-Hop,Spex (1),none
BDC,10:30:00,Basic Theater,Morgan Rose,none
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none
BDC,11:00:00,All Levels Pilates,Canceled Today,none
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none
BDC,12:00:00,Adv Beg Tap,Jill Kenney,none
BDC,13:30:00,Basic Hip-Hop,Geheny Rivera,none
BDC,13:30:00,Beg Jazz,Sheila Barker,none
BDC,15:00:00,Adv Beg Ballet,Deanna Doyle,none
BDC,15:00:00,Beg Contemp,Eric Campros,none
BDC,15:00:00,Int Adv Jazz,Debbie Roshe,none
BDC,16:30:00,Adv Beg Jumps And Turns,Ali Koinoglou,none
BDC,16:30:00,Int Adv Hip-Hop,David Thomas,none
BDC,18:00:00,Adv Beg Tap,Justin Boccitto,none
BDC,18:00:00,Basic Ballet,Sarah Simon Wolff,none
BDC,18:00:00,Int Adv Street Jazz,Kenichi Kasamatsu,none
BDC,19:30:00,All Levels Popping,Mr. Ocean (7),none
BDC,19:30:00,Beg Street Jazz,Elodie Dufroux,none
BDC,21:00:00,Adv Street Styles,Masumi Kambayashi (9),none
BDC,21:00:00,Int Contemp Fusion,Camryn Brothers,none
