Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,In Bloom | Zb1 Part 5,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8216&classDate=8/30/2023&clsLoc=1
ILD NJ,19:30:00,Cool With You | Newjeans One Day,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8322&classDate=8/30/2023&clsLoc=1
