Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082442&classDate=8/13/2023&clsLoc=1,Virtual 90 Adv Ballet,"Edge, A. (1)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082444&classDate=8/13/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,"Goldman, N.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082445&classDate=8/13/2023&clsLoc=1,Virtual 90 Beg Ballet,Loh (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084381&classDate=8/13/2023&clsLoc=1,Virtual 90 Beg/Int Ballet,Cave,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082454&classDate=8/13/2023&clsLoc=1,Virtual 90 Int Ballet,Gelinas,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087654&classDate=8/13/2023&clsLoc=1,Virtual 90 Int Contemporary Ballet,"Crawford, M",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086992&classDate=8/13/2023&clsLoc=1,Virtual 90 Int Contemporary Jazz,Blandino,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082450&classDate=8/13/2023&clsLoc=1,Virtual 90 Beg Jazz,Gerson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083164&classDate=8/13/2023&clsLoc=1,Virtual 90 Int Jazz,Kobayashi (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087306&classDate=8/13/2023&clsLoc=1,Virtual 90 Adv/Int Classic Theater Jazz,Moore,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083156&classDate=8/13/2023&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,"Reed, B.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087652&classDate=8/13/2023&clsLoc=1,Virtual Spotlight: Int/Adv Theater Jazz,Harmon,Steps on Broadway,2 hours
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087227&classDate=8/13/2023&clsLoc=1,Virtual 90 Beg Hip Hop,"Mitchell, A.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147085066&classDate=8/13/2023&clsLoc=1,Virtual 60 Lastics Stretch,Scholz,Steps on Broadway,1 hour
