Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18155&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Ballet Arts,09:30:00,Adv Beg Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2352&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
BAE,10:00:00,Adv Beg Ballet,Ginger Thatcher,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7983&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Gibney,10:00:00,Adult Open Contemp,Phoebe Ballard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12838&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Peridance,10:00:00,Open Ballet,Bivi Kimura,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=4873&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Ailey,10:00:00,Zumba Fitness,Jose Ozuna,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824699&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Peridance,10:00:00,Beg Graham,Cara McManus,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6759&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Ailey,10:00:00,Beg Ballet,Anna Lederfeind,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824652&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Cumbe,10:30:00,Bellydancing D4J,Jaida,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=4144&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
BDC,10:30:00,Adv Beg Jumps And Turns,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18156&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Steps,10:30:00,Adv Ballet,Lawrence (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087047&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
BDC,10:30:00,Beg Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18152&classDate=10/1/2023&clsLoc=1,2023-10-01,Theater
BDC,10:30:00,Beg Ballet,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18182&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
SassClass,10:50:00,Sexy Stilettos,Iryna (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=716&classDate=10/1/2023&clsLoc=1,2023-10-01,Street/Choreography
Ballet Arts,11:00:00,Int Ballet,Anna Fateeva (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2221&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Ailey,11:00:00,Pilates Fusion,Cancelled Today,none,2023-10-01,Street/Choreography
BAE,11:00:00,Mat Pilates Class,Courtney Conner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7908&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Steps,11:00:00,Adv/Int Ballet,"Goldman, N.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087048&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Steps,11:00:00,Lastics Stretch,Scholz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087053&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Peridance,11:30:00,Beg Dancehall,Korie Genius,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5476&classDate=10/1/2023&clsLoc=1,2023-10-01,World
BAE,11:30:00,Int Ballet,Ginger Thatcher,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8001&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Steps,11:30:00,Beg Ballet,"Supan, L.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085637&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Peridance,11:30:00,Int Contemp,Rachel Hettinger (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4852&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
BDC,12:00:00,Basic Jazz,Heather Rigg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18097&classDate=10/1/2023&clsLoc=1,2023-10-01,Jazz
BDC,12:00:00,Int Adv Theater,Karla Puno Garcia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18236&classDate=10/1/2023&clsLoc=1,2023-10-01,Theater
Steps,12:00:00,Open Level Yoga,Conway,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087984&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Gibney,12:00:00,Contemp/Simonson,Diane McCarthy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12835&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
SassClass,12:00:00,Flirty Floorwork,Iryna (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=612&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
BAE,12:00:00,Intro To Ballet,Lorna Zawacki,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7937&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Gibney,12:00:00,Floorwork Basics,Dava Huesca,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12841&classDate=10/1/2023&clsLoc=1,2023-10-01,Additional Disciplines
Cumbe,12:00:00,West African Guinean Dance D4J,Darian Parker,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=4147&classDate=10/1/2023&clsLoc=1,2023-10-01,World
SassClass,12:15:00,Fierce Feminine Hip-Hop,Mary,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=611&classDate=10/1/2023&clsLoc=1,2023-10-01,Street/Choreography
Steps,12:15:00,Int Contemp Jazz,Blandino,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087903&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
PJM,12:30:00,Open Kpop,Joy,none,2023-10-01,Additional Disciplines
Steps,12:30:00,Adv/Beg Tap,Galganni,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085645&classDate=10/1/2023&clsLoc=1,2023-10-01,Tap
Ballet Arts,12:30:00,Int Ballet,Noriko Hara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2219&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Steps,12:45:00,Int Theater Jazz,Resavy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087055&classDate=10/1/2023&clsLoc=1,2023-10-01,Theater
Steps,12:45:00,Beg/Int Ballet,Cave,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084380&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Steps,13:00:00,Beg Jazz,Lobel (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087051&classDate=10/1/2023&clsLoc=1,2023-10-01,Jazz
Ailey,13:00:00,Modern Afro-Cuban,Noibis Licea,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824687&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Marijke Eliasberg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6761&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
PMT,13:00:00,Beg Contemp,Kaitlyn Dee Snyder,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3518&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Peridance,13:00:00,Int Contemp Jazz,Julia Kane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6760&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
Ailey,13:00:00,Abs Beg Hip-Hop,Aaron Thomas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824640&classDate=10/1/2023&clsLoc=1,2023-10-01,Street/Choreography
Steps,13:00:00,Beg Hip Hop,"Mitchell, A.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087226&classDate=10/1/2023&clsLoc=1,2023-10-01,Street/Choreography
BAE,13:00:00,Pointe Class,Ginger Thatcher,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7922&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
BAE,13:00:00,Basic Beg Ballet,Sean Kelly,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7951&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Peridance,13:00:00,Int Ballet,Ronald Alexander,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6778&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
BAE,13:30:00,Beg Ballet,Lorna Zawacki,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7962&classDate=10/1/2023&clsLoc=1,2023-10-01,Ballet
Ailey,13:30:00,Beg Horton,Linda Celeste Sims,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824673&classDate=10/1/2023&clsLoc=1,2023-10-01,Contemporary/Modern
BDC,13:30:00,Adv Beg Tap,Doug Shankman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18222&classDate=10/1/2023&clsLoc=1,2023-10-01,Tap
BDC,13:30:00,Beg Jazz,Heather Rigg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18096&classDate=10/1/2023&clsLoc=1,2023-10-01,Jazz
