Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8220&classDate=8/21/2023&clsLoc=1,In-StudioQ: ETA | New Jeans (Part 4),Eunice Shin,Flushing,1 hour & 20 minutes
ILoveDance,7:40 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8060&classDate=8/21/2023&clsLoc=1,In-StudioQ: All Levels Choreography,Christina Ryu,Flushing,1 hour & 20 minutes
