Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am  EDT,none,IN-PERSON: Adv Beg BALLET with Luis Villar,Luis Villar,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:15 am  EDT,none,IN-PERSON: All Levels PILATES with Lauren Weinberg,Lauren Weinberg,Studio 4,1 hour & 15 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Int BALLET with Jamie Salmon,Jamie Salmon,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18091&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,June Chin (2),Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18379&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg HOUSE with Huu Rock,Huu Rock,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18494&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int THEATER with Andrew Wilson,Andrew Wilson,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18095&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18317&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,Miles Keeney,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18229&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18203&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int TAP with April Cook,April Cook,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18261&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18258&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18162&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18213&classDate=10/5/2023&clsLoc=1,IN-PERSON: Basic BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18344&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int Adv TAP with Derek Roland,Derek Roland,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18226&classDate=10/5/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18272&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg HEELS with Hector Lopez,Hector Lopez,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18409&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with alma Collective,alma Collective,Studio 4,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18507&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int Adv HEELS with Kayla Maria G,Kayla Maria G,Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EDT,none,IN-PERSON: Beg CONTEMPORARY with Jenifer Dillow,Jenifer Dillow,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Adv Beg CONTEMPORARY with Eric Campros,Elodie Dufroux (1),Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio 4,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Int TAP with Danny Gardner,Danny Gardner,Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18493&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Sue Samuels,Studio 4,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18113&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18337&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18093&classDate=10/5/2023&clsLoc=1,IN-PERSON: Basic BALLET with Dorit Koppel,June Chin (3),Studio A,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18100&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18304&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Marjorie Failoni,Marjorie Failoni,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18265&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Blue,Blue,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18245&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18300&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg TAP with Katharine Pettit,Katharine Pettit,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18286&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Youlmae Kim (4),Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18326&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv CONTEMPORARY FUSION with Andrew Mulet,Andrew Mulet,Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18169&classDate=10/5/2023&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Elyn Collier,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18455&classDate=10/5/2023&clsLoc=1,IN-PERSON: All Levels POPPING FOUNDATIONS with Ms Vee,Ms Vee,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18197&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18522&classDate=10/5/2023&clsLoc=1,IN-PERSON: Adv Beg STREET STYLES with Niki Saludez,Niki Saludez,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18443&classDate=10/5/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Alex Komulainen,Alex Komulainen,Studio 5,1 hour & 30 minutes
