Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8622&classDate=10/5/2023&clsLoc=1,In-StudioQ: New Dance | XG (Part 1),MJ Choi,none,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8465&classDate=10/5/2023&clsLoc=1,In-StudioQ: Baggy Jeans | NCT U (Part 1),Ying Dong,none,1 hour & 20 minutes
