Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2023-12-12,Ballet
BDC,09:00:00,Basic Theater,Melodye Redding,none,2023-12-12,Theater
Steps,09:00:00,Int Ballet,Cave,none,2023-12-12,Ballet
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2023-12-12,Contemporary/Modern
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2023-12-12,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2023-12-12,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2023-12-12,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-12-12,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2023-12-12,Ballet
Gibney,10:00:00,Ballet,Elisa Clark,none,2023-12-12,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2023-12-12,Ballet
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none,2023-12-12,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2023-12-12,Additional Disciplines
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2023-12-12,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2023-12-12,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,John Harnage (2),none,2023-12-12,Contemporary/Modern
Peridance,10:00:00,Int Contemp Release,Guest Artist (1),none,2023-12-12,Contemporary/Modern
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2023-12-12,Additional Disciplines
Gibney,10:00:00,Int Contemp Floorwork,Laja Field,none,2023-12-12,Contemporary/Modern
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2023-12-12,Contemporary/Modern
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2023-12-12,Ballet
BDC,10:30:00,Beg Ballet,Jamie Salmon,none,2023-12-12,Ballet
Steps,10:30:00,Rommett Floor Barre,Wesley,none,2023-12-12,Ballet
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2023-12-12,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2023-12-12,Theater
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2023-12-12,Additional Disciplines
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2023-12-12,Ballet
Steps,11:00:00,Adv/Beg Ballet,Kemezis,none,2023-12-12,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Black,none,2023-12-12,Tap
BAE,11:30:00,Int Ballet,Shirley Bassat,none,2023-12-12,Ballet
BAE,11:30:00,Intro To Ballet,Julie Voshell,none,2023-12-12,Ballet
Steps,11:30:00,Adv/Beg Theater Jazz,Brians,none,2023-12-12,Theater
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2023-12-12,Ballet
Peridance,11:30:00,Adv Contemp,Chris Ralph,none,2023-12-12,Contemporary/Modern
Ballet Arts,11:30:00,Tap,Stephen Reed,none,2023-12-12,Tap
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2023-12-12,Ballet
Peridance,11:30:00,Beg Contemp,Bo Kyung Lee,none,2023-12-12,Contemporary/Modern
Steps,11:45:00,Adv/Int Jazz Fusion,Wendle,none,2023-12-12,Street/Choreography
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,none,2023-12-12,Ballet
BDC,12:00:00,Int Theater,Andrew Wilson,none,2023-12-12,Theater
BDC,12:00:00,Beg House,Huu Rock,none,2023-12-12,Street/Choreography
BDC,12:00:00,Beg Broadway Jazz,Ena Hashimoto (1),none,2023-12-12,Theater
Mark Morris,12:00:00,Beg Modern,Claudia *McDonald,none,2023-12-12,Contemporary/Modern
BAE,12:00:00,Beg Ballet,Justin Sherwood,none,2023-12-12,Ballet
Gibney,12:00:00,Contemp Dynamic Sequencing,Adam Barruch,none,2023-12-12,Contemporary/Modern
SassClass,12:00:00,Sexy Stilettos,Brynlie,none,2023-12-12,Street/Choreography
BDC,12:00:00,Beg Tap,Sheila Pomroy (2),none,2023-12-12,Tap
Steps,12:00:00,Int Tap,Carminucci,none,2023-12-12,Tap
Steps,12:30:00,Int Contemp,Minutoli,none,2023-12-12,Contemporary/Modern
Steps,12:45:00,Beg Broadway Tap,Black,none,2023-12-12,Tap
Peridance,13:00:00,Int Ballet,Kate Loh,none,2023-12-12,Ballet
Peridance,13:00:00,Int Contemp,Max Stone,none,2023-12-12,Contemporary/Modern
Ballet Arts,13:00:00,Int Ballet,Anna Fateeva,none,2023-12-12,Ballet
Peridance,13:00:00,Adv Choreo,Eric Delgado,none,2023-12-12,Street/Choreography
Mark Morris,13:00:00,Open Level Move & Flow,Alexandra *Berger,none,2023-12-12,Additional Disciplines
Peridance,13:00:00,Open Stretch,Sarah Iguchi (2),none,2023-12-12,Additional Disciplines
Steps,13:15:00,Int Classic Theater Jazz,Moore,none,2023-12-12,Theater
Steps,13:15:00,Adv Theater Dance,"Lewis, S.",none,2023-12-12,Theater
ATDF,13:30:00,Adv Beg,Tony Waag,none,2023-12-12,Tap
BDC,13:30:00,Basic Ballet,Dorit Koppel,none,2023-12-12,Ballet
Brickhouse,13:30:00,Contemp Fusion Int,Alexa Luke,none,2023-12-12,Contemporary/Modern
Steps,13:30:00,Int Ballet,Hara,none,2023-12-12,Ballet
BDC,13:30:00,Int Tap,Brent McBeth (3),none,2023-12-12,Tap
ATDF,13:30:00,Basic,Ivan Owens,none,2023-12-12,Tap
BDC,13:30:00,Beg Hip-Hop,Ness Martinez,none,2023-12-12,Street/Choreography
BDC,13:30:00,Beg Jazz,Heather Rigg,none,2023-12-12,Jazz
BDC,13:30:00,All Levels Acro,Sissa Strain,none,2023-12-12,Additional Disciplines
Gibney,14:00:00,Int/Adv Contemp/Simonson,Laurie DeVito,none,2023-12-12,Contemporary/Modern
Steps,14:00:00,Int Jazz Across The Floor,Swanson,none,2023-12-12,Jazz
Peridance,14:30:00,Open Gyrokinesis,Monica Ha (3),none,2023-12-12,Additional Disciplines
Peridance,14:30:00,Beg Graham,Caterina Rago,none,2023-12-12,Contemporary/Modern
Steps,14:30:00,Adv/Beg Tap,MacDonald,none,2023-12-12,Tap
Peridance,14:30:00,Open Hip Hop | Moptop,Link _,none,2023-12-12,Street/Choreography
Ballet Arts,14:30:00,Adv Int Ballet,François Perron,none,2023-12-12,Ballet
BDC,15:00:00,Int Adv Hip-Hop,Deshawn Da Prince,none,2023-12-12,Street/Choreography
Brickhouse,15:00:00,Street Jazz Adv. Beg/Int,Justin Desean,none,2023-12-12,Street/Choreography
BDC,15:00:00,Int Contemp,Lorena Cobos (5),none,2023-12-12,Contemporary/Modern
BDC,15:00:00,Beg Ballet,Yuka Kawazu,none,2023-12-12,Ballet
BDC,15:00:00,Beg Theater,Joey Tierno (4),none,2023-12-12,Theater
BDC,15:00:00,Adv Beg Tap,April Cook,none,2023-12-12,Tap
Steps,15:00:00,Adv/Int Jazz,Roshe,none,2023-12-12,Jazz
Steps,15:00:00,Int Jazz,Lynady,none,2023-12-12,Jazz
Steps,15:00:00,Pilates Mat,Cummings,none,2023-12-12,Additional Disciplines
Steps,15:15:00,Int Ballet,"Edge, A.",none,2023-12-12,Ballet
Cre8ivity NJ,15:45:00,Int/Adv Ballet Ages 13+,Gianna Caridi,none,2023-12-12,Ballet
Peridance,16:00:00,Open House,Sekou Heru,none,2023-12-12,Street/Choreography
Ballet Arts,16:00:00,Open Level Ballet,Jen Mayers-Kreichman,none,2023-12-12,Ballet
Peridance,16:00:00,Open Ballet,Dianna Warren,none,2023-12-12,Ballet
BDC,16:30:00,Adv Beg Street Jazz,Neil Schwartz,none,2023-12-12,Street/Choreography
Brickhouse,16:30:00,Pop Up Workshop,Kassidy Bright,none,2023-12-12,Street/Choreography
Cre8ivity NJ,16:30:00,Int Hip Hop/Breaking Ages 9-12,Alan Robert,none,2023-12-12,Street/Choreography
BDC,16:30:00,Int Theater,Skye Mattox,none,2023-12-12,Theater
BDC,16:30:00,Adv Beg Contemp Jazz,Nijawwon Matthews,none,2023-12-12,Contemporary/Modern
BDC,16:30:00,Beg Tap,Brent McBeth,none,2023-12-12,Tap
BDC,16:30:00,Int Ballet,Benjamin Briones,none,2023-12-12,Ballet
Steps,16:45:00,Adv/Int Theater Jazz,Griffin,none,2023-12-12,Theater
Steps,17:00:00,Beg/Int Comm Jazz,Gold,none,2023-12-12,Jazz
PMT,17:00:00,African Diasporic Dance,J Lyn Thomas,none,2023-12-12,World
ILD NJ,17:00:00,Kids Kpop 7,Min Seon Kim,none,2023-12-12,Additional Disciplines
Modega,17:00:00,Int./Adv. Choreo Canceled,Jaelen Williams,https://sutrapro.com/,2023-12-12,Street/Choreography
PMT,17:00:00,Basic Party Moves And Grooves,Andy Needham,none,2023-12-12,Street/Choreography
Steps,17:00:00,Adv/Int Ballet,Giljane,none,2023-12-12,Ballet
Peridance,17:30:00,Beg Ballet,Julia Gleich,none,2023-12-12,Ballet
Peridance,17:30:00,Open Popping,Jazzy J (Boog Soulfire),none,2023-12-12,Street/Choreography
Steps,17:30:00,Int Tap,MacDonald,none,2023-12-12,Tap
Gramercy,17:30:00,Open Level Twerk,Justin,unavailable,2023-12-12,Additional Disciplines
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2023-12-12,Theater
Ailey,18:00:00,Beg Salsa,Baila Society,none,2023-12-12,World
BDC,18:00:00,Adv Beg Tap,Ray Hesselink,none,2023-12-12,Tap
Gibney,18:00:00,Contemp Release,Wesley Ensminger,none,2023-12-12,Contemporary/Modern
BDC,18:00:00,Int Adv Hip-Hop,Megz Alfonso (7),none,2023-12-12,Street/Choreography
BDC,18:00:00,Beg Theater,Josh Walden,none,2023-12-12,Theater
SassClass,18:00:00,Neo-Burlesque,Tony,none,2023-12-12,Additional Disciplines
