Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18684&classDate=2/2/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,none,IN-PERSON: Basic BALLET with Michael Cusumano,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18854&classDate=2/2/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Madison Hilligoss,Madison Hilligoss,Studio B,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18666&classDate=2/2/2024&clsLoc=1,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio 1,1 hour &30 minutes
Broadway Dance Center,11:00 am EST,none,Ed Dept Vocal,ProSem Master,CTP,1 hour
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18689&classDate=2/2/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18885&classDate=2/2/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Amanda LaMotte,Lauralyn McClelland (2),Studio 2,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18586&classDate=2/2/2024&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 3,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18720&classDate=2/2/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 2,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18897&classDate=2/2/2024&clsLoc=1,IN-PERSON: Basic BALLET with Joy Karley,Joy Karley,Studio A,1 hour &30 minutes
