Studio,Start time,,Classes,Teacher,Duration
Sass Class,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=33&classId=839&classDate=4/4/2024&clsLoc=1,LIVESTREAM | Fierce Feminine® Hip Hop,Emma,1 hour
