Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=48&classId=19256&classDate=4/4/2024&clsLoc=1,LIVESTREAM: Beg JAZZ with Heather Rigg,Heather Rigg,LS ST-A,1 hour &30 minutes
