Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6736&classDate=4/17/2024&clsLoc=1,Open Yoga,Sarah Iguchi,none,none,Peridance Center,1 hour
Peridance,9:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6725&classDate=4/17/2024&clsLoc=1,Open Ballet,Greg Zane,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6795&classDate=4/17/2024&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,none,none,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4301&classDate=4/17/2024&clsLoc=1,Inter Contemporary,Brandon Coleman,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5260&classDate=4/17/2024&clsLoc=1,Open Barre à Terre,Anabella Lenzu,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7078&classDate=4/17/2024&clsLoc=1,Adv Ballet,Michelle Thompson,Raisa Umanskaya,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6721&classDate=4/17/2024&clsLoc=1,Beg Ballet,Martha Chapman,Michael Dolnikov,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5484&classDate=4/17/2024&clsLoc=1,Inter Broadway Jazz,Sue Samuels,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5509&classDate=4/17/2024&clsLoc=1,Inter Contemporary,Jordan Ryder | RYDERDANCE (1),none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6956&classDate=4/17/2024&clsLoc=1,Beg Horton,Katrina Perrin,Chris O'Leary,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5418&classDate=4/17/2024&clsLoc=1,Inter Ballet,Billy Blanken,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6737&classDate=4/17/2024&clsLoc=1,Inter Choreography,James Kho,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7122&classDate=4/17/2024&clsLoc=1,Adv Contemporary,Mike Esperanza,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5402&classDate=4/17/2024&clsLoc=1,Beg House,Huu Rock (2),none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6780&classDate=4/17/2024&clsLoc=1,Open Stretch,Diego Funes,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6342&classDate=4/17/2024&clsLoc=1,Inter Hip Hop,TweetBoogie _,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EDT,none,Open Dancehall,Cancelled Today,none,none,none,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7158&classDate=4/17/2024&clsLoc=1,Beg Popping,"Justin ""Ice O"" Herbin",none,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5659&classDate=4/17/2024&clsLoc=1,Inter Choreography,Sam Javi,none,none,Peridance Center,1 hour &30 minutes
Peridance,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6667&classDate=4/17/2024&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6741&classDate=4/17/2024&clsLoc=1,Inter Contemporary,Kristalyn Gill,none,none,Peridance Center,1 hour &30 minutes
