Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-02-29,Contemporary/Modern
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-02-29,Contemporary/Modern
Steps,09:00:00,Int Ballet,Michelle Cave,none,2024-02-29,Ballet
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-02-29,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-02-29,Ballet
BDC,09:15:00,Moving Meditation,Canceled Today,none,2024-02-29,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-02-29,Ballet
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-02-29,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-02-29,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-02-29,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-02-29,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-02-29,Ballet
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-02-29,Contemporary/Modern
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-02-29,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-02-29,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-02-29,Ballet
Peridance,10:00:00,Adv Contemp | Guest Class,Akira Uchida,none,2024-02-29,Contemporary/Modern
Peridance,10:00:00,Int Graham,Antonio Leone (1),none,2024-02-29,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Tom Evert (4),none,2024-02-29,Contemporary/Modern
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-02-29,Ballet
Steps,10:00:00,Beg Jazz,Emily Bufferd,none,2024-02-29,Jazz
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,none,2024-02-29,Street/Choreography
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-02-29,Theater
