Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=5/10/2024&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,none,none,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6750&classDate=5/10/2024&clsLoc=1,Inter Contemporary,Guanglei Hui,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5375&classDate=5/10/2024&clsLoc=1,Beg Ballet,Yuka Kawazu,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6752&classDate=5/10/2024&clsLoc=1,Beg House,Huu Rock,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5519&classDate=5/10/2024&clsLoc=1,Inter Contemporary Release,Wesley Ensminger,none,none,none,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6976&classDate=5/10/2024&clsLoc=1,Open Yoga,Sarah Iguchi,none,none,none,1 hour
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5528&classDate=5/10/2024&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5471&classDate=5/10/2024&clsLoc=1,Beg Waacking,Princess Lockerooo,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=5382&classDate=5/10/2024&clsLoc=1,Inter Graham,Caterina Rago,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6781&classDate=5/10/2024&clsLoc=1,Open Gyrokinesis®,Mutsuyo Isaacs (1),none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5441&classDate=5/10/2024&clsLoc=1,Beg Contemporary Floorwork,Assaf Salhov (2),none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7198&classDate=5/10/2024&clsLoc=1,Inter Countertechnique®,Francesca Dominguez,none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6249&classDate=5/10/2024&clsLoc=1,Open Dancehall,Korie Genius,none,none,none,1 hour &30 minutes
Peridance,3:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6676&classDate=5/10/2024&clsLoc=1,Inter Choreography,Kara Lee (3),none,none,none,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7053&classDate=5/10/2024&clsLoc=1,Inter Contemporary Fusion,Brianna Mercado,none,none,none,1 hour &30 minutes
Peridance,5:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6940&classDate=5/10/2024&clsLoc=1,Open Afrobeats,SUB for Djoniba Mouflet | DDC (4),none,none,none,1 hour &15 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5444&classDate=5/10/2024&clsLoc=1,Beg Choreography,Bo Belza,none,none,none,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5442&classDate=5/10/2024&clsLoc=1,Beg Foundations of Hip Hop,"Tomoe ""Beasty"" Carr",none,none,none,1 hour &30 minutes
Peridance,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6677&classDate=5/10/2024&clsLoc=1,Open Haitian,Peniel Guerrier | DJONIBA DANCE CENTRE,none,none,none,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=5613&classDate=5/10/2024&clsLoc=1,Beg Salsa Partnering - Beyond the Basics,Baila Society,none,none,none,1 hour &30 minutes
Peridance,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6755&classDate=5/10/2024&clsLoc=1,Open Old Way Vogue,Paris Hairston,none,none,none,1 hour &30 minutes
Peridance,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=7240&classDate=5/10/2024&clsLoc=1,Open Guinea,Nimatoulaye Camara | DJONIBA DANCE CENTER,none,none,none,1 hour &30 minutes
Peridance,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6679&classDate=5/10/2024&clsLoc=1,Inter House,Ejoe Wilson,none,none,none,1 hour &30 minutes
