Studio,Start time,,Classes,Teacher,Duration
Cumbe Dance Center,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4222&classDate=5/10/2024&clsLoc=1,Roots of Samba Series [Special Workshop],Quenia Ribeiro,1 hour &30 minutes
Cumbe Dance Center,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4158&classDate=5/10/2024&clsLoc=1,RabòdayFit [All Levels],Robenson Mathurin,1 hour &15 minutes
